ext_id,Latitude,Longitude,label,label_category,lat_grid,lon_grid
70057,-37.77841799965511,144.9394179998885,6.061,Low,-37.778,144.939
68745,-37.77940700002944,144.94023100062446,0.978,Low,-37.779,144.94
73813,-37.777479999755535,144.94134099973292,7.625,Low,-37.777,144.941
73836,-37.77743099964761,144.9413450000384,1.564,Low,-37.777,144.941
73851,-37.77739500017591,144.94133199955732,1.955,Low,-37.777,144.941
73545,-37.775452000020806,144.93887300031952,26.686,Medium,-37.775,144.939
73561,-37.77543599960121,144.93887299966462,19.941,Medium,-37.775,144.939
75417,-37.77935000025203,144.94184099989553,0.0,Low,-37.779,144.942
75469,-37.77932799978875,144.9416619999626,0.587,Low,-37.779,144.942
74008,-37.77703499957747,144.94079599990428,0.196,Low,-37.777,144.941
74051,-37.77691399979707,144.94061999970933,16.227,Medium,-37.777,144.941
74139,-37.7766230002397,144.9404650006171,0.196,Low,-37.777,144.94
74790,-37.77671299975001,144.9411930006366,1.662,Low,-37.777,144.941
71420,-37.77699100034866,144.9395070001696,14.37,Medium,-37.777,144.94
74402,-37.77584199975721,144.94134000057892,1.662,Low,-37.776,144.941
75371,-37.77936399999125,144.94201799985186,0.978,Low,-37.779,144.942
71592,-37.777449999577925,144.9401889999599,33.724,High,-37.777,144.94
71633,-37.77755999986567,144.9403640002895,1.857,Low,-37.778,144.94
71515,-37.777215000355966,144.9398449999001,21.701,Medium,-37.777,144.94
71519,-37.77722699969626,144.93986500020077,30.694,High,-37.777,144.94
71570,-37.777386000189686,144.94010399955698,2.151,Low,-37.777,144.94
72035,-37.778736999607645,144.94054700019765,35.679,High,-37.779,144.941
71716,-37.77771399966809,144.940627999773,1.075,Low,-37.778,144.941
71720,-37.77772500037545,144.94064300057167,0.88,Low,-37.778,144.941
72868,-37.77722499962663,144.93837000036854,8.211,Low,-37.777,144.938
72904,-37.777186999977246,144.93838499964454,23.069,Medium,-37.777,144.938
74550,-37.77600099995333,144.94134500063234,0.196,Low,-37.776,144.941
75153,-37.77753399967363,144.9417879995917,0.196,Low,-37.778,144.942
75172,-37.77754300013736,144.94188399956755,0.0,Low,-37.778,144.942
74491,-37.77591599994091,144.94199400049473,11.241,Medium,-37.776,144.942
75525,-37.77925099992069,144.94146699985075,0.293,Low,-37.779,144.941
72264,-37.77858999995463,144.93957999950555,0.978,Low,-37.779,144.94
72279,-37.77855700007563,144.93954200015514,3.03,Low,-37.779,144.94
72077,-37.77880300019468,144.94035900026026,1.564,Low,-37.779,144.94
72526,-37.77814699983272,144.9389829995283,16.716,Medium,-37.778,144.939
72434,-37.778320999969566,144.9392280004916,19.746,Medium,-37.778,144.939
72539,-37.77811399952331,144.93892999991942,39.101,High,-37.778,144.939
72564,-37.77806400025264,144.93885300038193,9.286,Low,-37.778,144.939
72645,-37.77786999996284,144.93862100056728,59.922,High,-37.778,144.939
72693,-37.77775299975062,144.93852500018303,1.369,Low,-37.778,144.939
72185,-37.77875200013655,144.93988000026204,2.346,Low,-37.779,144.94
74611,-37.77614999987279,144.94133000060015,5.376,Low,-37.776,144.941
75543,-37.77922200020885,144.94139899990915,0.098,Low,-37.779,144.941
73490,-37.77557099989389,144.93897200040792,8.211,Low,-37.776,144.939
73530,-37.77548400024051,144.9388810001767,43.695,High,-37.775,144.939
75245,-37.77759599978874,144.94233700008223,1.075,Low,-37.778,144.942
75251,-37.777598999759405,144.94236800023546,2.151,Low,-37.778,144.942
75588,-37.77914699972326,144.94127499966325,4.692,Low,-37.779,144.941
75601,-37.779129999665805,144.94124900051258,1.76,Low,-37.779,144.941
73009,-37.77671700001548,144.93957499972282,62.854,High,-37.777,144.94
73077,-37.77656199996482,144.93960600044255,0.782,Low,-37.777,144.94
73161,-37.77633200020525,144.93964899963188,20.626,Medium,-37.776,144.94
73175,-37.77628300032919,144.93965100044514,2.639,Low,-37.776,144.94
73207,-37.7761589998254,144.93968199957274,4.692,Low,-37.776,144.94
73237,-37.77602800008429,144.939715999514,27.468,Medium,-37.776,144.94
71903,-37.77835700001052,144.94085099953807,2.151,Low,-37.778,144.941
73359,-37.77563900010902,144.93965899968148,22.972,Medium,-37.776,144.94
73360,-37.77563800013696,144.93965500035443,22.19,Medium,-37.776,144.94
73380,-37.77560599987478,144.93954699960707,29.912,Medium,-37.776,144.94
73439,-37.77556599989191,144.9392239996113,54.741,High,-37.776,144.939
74702,-37.77642699984556,144.9412730003849,1.955,Low,-37.776,144.941
76169,-37.77816899979471,144.93913300018477,6.94,Low,-37.778,144.939
76189,-37.778168000247454,144.93912300018368,7.429,Low,-37.778,144.939
76193,-37.77816799978155,144.93912899959594,7.722,Low,-37.778,144.939
78882,-37.78401900037348,144.95507800002963,14.858,Medium,-37.784,144.955
76969,-37.78685800013189,144.9514559995872,3.519,Low,-37.787,144.951
77000,-37.786822999778565,144.95151100009406,1.271,Low,-37.787,144.952
77295,-37.78635199987275,144.95209500052195,1.857,Low,-37.786,144.952
77308,-37.78632700002829,144.95212799955752,1.857,Low,-37.786,144.952
79573,-37.78302000022036,144.9539029995736,1.76,Low,-37.783,144.954
77224,-37.78647299982801,144.9519449998103,2.542,Low,-37.786,144.952
77242,-37.78644099970231,144.95197800031676,1.369,Low,-37.786,144.952
77265,-37.78640099971711,144.952031000111,0.88,Low,-37.786,144.952
77272,-37.78638999962193,144.95203999959676,0.782,Low,-37.786,144.952
77451,-37.78606400020468,144.95245900045705,1.369,Low,-37.786,144.952
76239,-37.77816100035301,144.93911699991105,8.407,Low,-37.778,144.939
79550,-37.78304600044211,144.9539620001293,1.271,Low,-37.783,144.954
79552,-37.78304400038208,144.95395700018835,1.271,Low,-37.783,144.954
78914,-37.78399999962399,144.95505799993688,2.248,Low,-37.784,144.955
79166,-37.78367100020668,144.95468600029832,1.173,Low,-37.784,144.955
79170,-37.78366599984205,144.95467600061846,1.271,Low,-37.784,144.955
77037,-37.78677899976783,144.95156099954264,1.173,Low,-37.787,144.952
78095,-37.78518199972584,144.95360200034492,1.955,Low,-37.785,144.954
79704,-37.78281299988124,144.95364599966356,1.271,Low,-37.783,144.954
78035,-37.78527199969674,144.95349599968895,1.075,Low,-37.785,144.953
78039,-37.785266000026354,144.953501000165,1.075,Low,-37.785,144.954
78684,-37.78425699991966,144.9547719995793,1.857,Low,-37.784,144.955
77084,-37.78668900025124,144.95167199990874,0.391,Low,-37.787,144.952
78021,-37.78529100008853,144.9534780001588,1.564,Low,-37.785,144.953
78198,-37.78501999990207,144.9538080006324,2.933,Low,-37.785,144.954
78274,-37.78490799978666,144.9539490003524,1.955,Low,-37.785,144.954
75724,-37.77905199953718,144.94104599953533,1.271,Low,-37.779,144.941
76321,-37.77807600040303,144.93919399997114,4.497,Low,-37.778,144.939
75757,-37.779080999968905,144.9410449995216,0.489,Low,-37.779,144.941
75668,-37.77903599986329,144.94112099976783,1.564,Low,-37.779,144.941
75957,-37.77961300014669,144.9410400004117,1.955,Low,-37.78,144.941
76002,-37.77976800027855,144.94105100009352,1.857,Low,-37.78,144.941
78432,-37.78464099968227,144.95426900032635,1.76,Low,-37.785,144.954
79030,-37.783858999815294,144.95491000021332,0.782,Low,-37.784,144.955
76100,-37.77996600047364,144.9412950000957,10.85,Medium,-37.78,144.941
76130,-37.77816899979471,144.93913300018477,6.452,Low,-37.778,144.939
76135,-37.77816899979471,144.93913300018477,6.549,Low,-37.778,144.939
76918,-37.78693799981469,144.95135100019516,1.075,Low,-37.787,144.951
76542,-37.777714999753904,144.9387079998165,8.504,Low,-37.778,144.939
77727,-37.78560500036261,144.95306199982926,1.662,Low,-37.786,144.953
77730,-37.78560200020932,144.95306499972813,1.564,Low,-37.786,144.953
77737,-37.78559500037231,144.95307399985992,1.857,Low,-37.786,144.953
76715,-37.78719799997793,144.95099700025514,0.782,Low,-37.787,144.951
76756,-37.78714099998207,144.9510640005348,1.271,Low,-37.787,144.951
76629,-37.78731000030443,144.950844000397,0.782,Low,-37.787,144.951
76651,-37.78728600030784,144.95088700054885,0.782,Low,-37.787,144.951
77214,-37.78649499992519,144.951920000311,1.564,Low,-37.786,144.952
83764,-37.82028500032843,144.962733999906,17.986,Medium,-37.82,144.963
83899,-37.81998100017612,144.96310399985677,17.107,Medium,-37.82,144.963
82648,-37.78167499987487,144.95154600017716,42.717,High,-37.782,144.952
82319,-37.78133000037868,144.95125500046595,9.189,Low,-37.781,144.951
82514,-37.78161000007624,144.9520189998165,34.506,High,-37.782,144.952
82684,-37.78165200016272,144.9513699996413,15.445,Medium,-37.782,144.951
83453,-37.82084300010872,144.9620970004582,6.256,Low,-37.821,144.962
80383,-37.781876999850255,144.95188499991696,1.173,Low,-37.782,144.952
82520,-37.78163999956987,144.95202299964632,53.959,High,-37.782,144.952
82585,-37.78171900032052,144.95184300011098,3.91,Low,-37.782,144.952
27839,-37.81966699970161,144.94677500014689,19.159,Medium,-37.82,144.947
27878,-37.81974600004505,144.9468090002107,2.835,Low,-37.82,144.947
26484,-37.81496999959813,144.9374219997955,1.271,Low,-37.815,144.937
31358,-37.82152500018174,144.95604100042596,1.466,Low,-37.822,144.956
33058,-37.83938599982266,144.98102100005235,2.053,Low,-37.839,144.981
33092,-37.83949600020821,144.9810959998371,16.911,Medium,-37.839,144.981
33220,-37.83982400026165,144.9812770001636,1.662,Low,-37.84,144.981
31825,-37.83774399986316,144.9801470003353,8.993,Low,-37.838,144.98
31763,-37.819023000089146,144.94426000023367,4.399,Low,-37.819,144.944
32009,-37.83811600028295,144.9803000002199,40.176,High,-37.838,144.98
29751,-37.821990000325584,144.9375719995826,5.67,Low,-37.822,144.938
31900,-37.8378909998886,144.9802089998678,4.888,Low,-37.838,144.98
31915,-37.83792399990893,144.98023199976708,2.737,Low,-37.838,144.98
31928,-37.83795299979674,144.98026000063393,9.482,Low,-37.838,144.98
32787,-37.83858000023862,144.9805269997575,3.715,Low,-37.839,144.981
32839,-37.83871299998829,144.980607000116,6.158,Low,-37.839,144.981
31542,-37.82156399990918,144.9557040000058,3.03,Low,-37.822,144.956
31550,-37.82156399990918,144.9557040000058,3.324,Low,-37.822,144.956
32577,-37.83826300026421,144.98033600022237,11.339,Medium,-37.838,144.98
33134,-37.83963200037697,144.98117199995548,15.249,Medium,-37.84,144.981
33170,-37.83973600001181,144.98122299950887,10.362,Medium,-37.84,144.981
32203,-37.83835599960728,144.97994999965502,10.068,Medium,-37.838,144.98
32219,-37.83834099990932,144.979935000381,9.091,Low,-37.838,144.98
32229,-37.838330000060864,144.97993200061154,10.459,Medium,-37.838,144.98
29313,-37.82241999999889,144.93944599986833,17.889,Medium,-37.822,144.939
29596,-37.82214700027386,144.9382379997969,12.414,Medium,-37.822,144.938
29622,-37.82212300035421,144.9381410003178,24.536,Medium,-37.822,144.938
29771,-37.821972000209534,144.93748500011037,26.784,Medium,-37.822,144.937
29810,-37.82193099953791,144.9373210003887,0.978,Low,-37.822,144.937
29822,-37.8219189995102,144.9372710002029,3.617,Low,-37.822,144.937
29493,-37.822242000027046,144.93867800004048,6.647,Low,-37.822,144.939
30674,-37.82251599955921,144.9388119998147,0.293,Low,-37.823,144.939
32361,-37.83808800027722,144.97971699969494,2.151,Low,-37.838,144.98
32923,-37.83895399959979,144.98075999959957,2.151,Low,-37.839,144.981
32955,-37.8390589998836,144.9808160002596,21.799,Medium,-37.839,144.981
32274,-37.838244000039055,144.97988400003845,1.662,Low,-37.838,144.98
33281,-37.83904899967935,144.9789900004388,5.083,Low,-37.839,144.979
30032,-37.82205999978076,144.9367710001751,0.978,Low,-37.822,144.937
30054,-37.82210800022971,144.9367519998693,0.196,Low,-37.822,144.937
29869,-37.82186999948482,144.9370769997332,17.498,Medium,-37.822,144.937
30131,-37.82218599976539,144.9382019997701,3.324,Low,-37.822,144.938
30148,-37.82220699970911,144.93818799954178,2.835,Low,-37.822,144.938
29491,-37.82224500013975,144.93868999975928,6.061,Low,-37.822,144.939
30176,-37.82224299955749,144.93818299982846,10.166,Medium,-37.822,144.938
30177,-37.82224499977263,144.9381820000905,10.85,Medium,-37.822,144.938
30186,-37.82225800028966,144.9381710001569,21.799,Medium,-37.822,144.938
30205,-37.82228200028322,144.93817100022204,24.633,Medium,-37.822,144.938
30207,-37.82228500027246,144.93817099966242,22.776,Medium,-37.822,144.938
30220,-37.82230099951149,144.93815900059337,9.091,Low,-37.822,144.938
30233,-37.82231699953289,144.9381560002811,3.617,Low,-37.822,144.938
30368,-37.82228200038423,144.9389220001712,10.85,Medium,-37.822,144.939
30484,-37.82236399980435,144.93885399964688,3.226,Low,-37.822,144.939
29932,-37.821838000252185,144.93686400037393,18.084,Medium,-37.822,144.937
29950,-37.82185899962953,144.93683100039803,6.256,Low,-37.822,144.937
32383,-37.83806299977234,144.97966799983934,8.407,Low,-37.838,144.98
32429,-37.83794499992881,144.97964500024955,1.662,Low,-37.838,144.98
32703,-37.83844000020944,144.9804499996018,0.391,Low,-37.838,144.98
31282,-37.82150700011657,144.95617399994308,17.986,Medium,-37.822,144.956
33380,-37.83877699982541,144.9787539998708,7.429,Low,-37.839,144.979
30810,-37.821233000119314,144.95742200055196,1.075,Low,-37.821,144.957
32077,-37.83840199970241,144.98019000040102,4.399,Low,-37.838,144.98
32080,-37.838405999880365,144.98018600051586,3.519,Low,-37.838,144.98
32090,-37.83841699967672,144.98016200019603,1.857,Low,-37.838,144.98
32108,-37.83842399996052,144.98010999979206,1.955,Low,-37.838,144.98
10597,-37.81441899981266,144.94037400052144,14.37,Medium,-37.814,144.94
10599,-37.81442199971978,144.94036400033698,10.948,Medium,-37.814,144.94
10446,-37.8141419996223,144.9409840004359,11.926,Medium,-37.814,144.941
10458,-37.81417400008346,144.94094399968665,6.745,Low,-37.814,144.941
10081,-37.81133699980636,144.97541799981306,4.008,Low,-37.811,144.975
11619,-37.80273999975111,144.9703040003674,5.376,Low,-37.803,144.97
11632,-37.802768999528645,144.9702710004652,1.564,Low,-37.803,144.97
11648,-37.8028040003366,144.970231000021,8.993,Low,-37.803,144.97
10747,-37.80114900022348,144.97230500031387,4.301,Low,-37.801,144.972
30850,-37.82125999966559,144.95734399997488,2.151,Low,-37.821,144.957
31020,-37.82138899970557,144.95693599951423,18.475,Medium,-37.821,144.957
29669,-37.82207900036156,144.9379350001862,18.377,Medium,-37.822,144.938
31162,-37.8214860000519,144.95649200044355,31.183,High,-37.821,144.956
31223,-37.82150300024103,144.9563210002316,20.43,Medium,-37.822,144.956
30728,-37.82117500029917,144.95757299959087,21.505,Medium,-37.821,144.958
30734,-37.82118000003248,144.9575610002342,29.619,Medium,-37.821,144.958
32470,-37.83780400033292,144.97966900005062,2.346,Low,-37.838,144.98
32471,-37.83780199976369,144.97967000004877,2.151,Low,-37.838,144.98
31573,-37.81953000020746,144.9444890004494,37.732,High,-37.82,144.944
82601,-37.781707999541645,144.95178199991756,1.369,Low,-37.782,144.952
81265,-37.782360999499495,144.94961999993856,4.008,Low,-37.782,144.95
82188,-37.78132999967373,144.95121600038064,5.865,Low,-37.781,144.951
82204,-37.78133399973867,144.95122499956204,7.234,Low,-37.781,144.951
83210,-37.7819569999844,144.9497100002974,16.129,Medium,-37.782,144.95
79847,-37.78257199996985,144.953349000074,2.151,Low,-37.783,144.953
82102,-37.78133799970519,144.9510520001338,8.602,Low,-37.781,144.951
83832,-37.82015499984045,144.96288600014407,22.287,Medium,-37.82,144.963
83845,-37.82012899998838,144.9629209994812,22.874,Medium,-37.82,144.963
79799,-37.7826510002788,144.95345299997408,0.587,Low,-37.783,144.953
80052,-37.78220499991399,144.95284499961008,2.346,Low,-37.782,144.953
82905,-37.78166200035742,144.95061700043772,7.918,Low,-37.782,144.951
79924,-37.78243299961379,144.95316599955163,1.76,Low,-37.782,144.953
79933,-37.78241499989913,144.95314300011978,1.369,Low,-37.782,144.953
83516,-37.82073700025597,144.96222299994704,7.918,Low,-37.821,144.962
80446,-37.78184999995504,144.9516640001318,0.88,Low,-37.782,144.952
80104,-37.78213199984162,144.95271599964036,0.88,Low,-37.782,144.953
80107,-37.78212899955297,144.952708000278,0.978,Low,-37.782,144.953
83555,-37.82067400033402,144.96229299998024,99.218,High,-37.821,144.962
81366,-37.7823909997316,144.9494409995822,23.069,Medium,-37.782,144.949
83596,-37.8206030001197,144.96236999983427,9.091,Low,-37.821,144.962
83633,-37.82054400006394,144.96243800036956,81.329,High,-37.821,144.962
83645,-37.8205249997481,144.96245800036846,52.884,High,-37.821,144.962
79897,-37.78248599987286,144.95323700003263,1.173,Low,-37.782,144.953
80671,-37.78185699999923,144.95099899954616,8.407,Low,-37.782,144.951
80715,-37.78187099969863,144.95087399970305,16.422,Medium,-37.782,144.951
80752,-37.78187399987137,144.95078300033657,10.166,Medium,-37.782,144.951
80786,-37.781895000219855,144.95071199976206,2.835,Low,-37.782,144.951
81023,-37.7820289997448,144.95023899963672,2.248,Low,-37.782,144.95
81048,-37.782054999955136,144.95017599953886,3.226,Low,-37.782,144.95
81079,-37.78208699973566,144.95010500015084,0.098,Low,-37.782,144.95
80604,-37.781840999618666,144.95111100034688,1.075,Low,-37.782,144.951
83077,-37.7818020001164,144.9501139997251,7.82,Low,-37.782,144.95
83716,-37.82039499980456,144.96260600044414,18.671,Medium,-37.82,144.963
81459,-37.78194399962283,144.94970699976355,27.566,Medium,-37.782,144.95
81651,-37.78160499985726,144.94979899981402,8.211,Low,-37.782,144.95
80315,-37.78191399982093,144.9521029999016,3.519,Low,-37.782,144.952
80347,-37.78189499977961,144.9520060006212,11.926,Medium,-37.782,144.952
33896,-37.81947200046209,144.94932299996464,5.474,Low,-37.819,144.949
83118,-37.78187799951253,144.94999700048294,15.445,Medium,-37.782,144.95
34391,-37.81468400041452,144.98017900048868,2.248,Low,-37.815,144.98
85301,-37.82242099994981,144.95280100026753,16.813,Medium,-37.822,144.953
87325,-37.820137000038336,144.96521899983483,46.139,High,-37.82,144.965
40029,-37.81494899957546,144.9825130004339,15.445,Medium,-37.815,144.983
39788,-37.81488699965783,144.98200599962007,10.948,Medium,-37.815,144.982
85756,-37.8216739995053,144.96290600031307,4.301,Low,-37.822,144.963
40635,-37.81538299975997,144.98198400015588,0.782,Low,-37.815,144.982
86022,-37.8208479997012,144.96251699975537,47.019,High,-37.821,144.963
87983,-37.81988100025278,144.9666279999496,27.175,Medium,-37.82,144.967
38035,-37.81375899950811,144.98000800028257,0.196,Low,-37.814,144.98
38038,-37.81376500028362,144.98000299987314,0.293,Low,-37.814,144.98
85794,-37.8215769997918,144.9627759995148,15.543,Medium,-37.822,144.963
38222,-37.814231000225895,144.97936200050555,8.309,Low,-37.814,144.979
87375,-37.82012599998421,144.9652850001359,17.4,Medium,-37.82,144.965
87621,-37.82002500019416,144.96574100006103,35.875,High,-37.82,144.966
37966,-37.81364000016627,144.98010299949914,1.075,Low,-37.814,144.98
41317,-37.81364200015927,144.98043799985126,11.144,Medium,-37.814,144.98
86475,-37.82059400036726,144.9633710003729,16.422,Medium,-37.821,144.963
86498,-37.82058999976408,144.9634260006118,3.324,Low,-37.821,144.963
41043,-37.81402599978892,144.98077700019343,3.715,Low,-37.814,144.981
41085,-37.81388699960559,144.98065199980843,3.421,Low,-37.814,144.981
86529,-37.82056799995644,144.96348100027927,43.402,High,-37.821,144.963
86658,-37.82047399987764,144.96374999976402,3.324,Low,-37.82,144.964
41726,-37.813025999763,144.98109700014308,2.639,Low,-37.813,144.981
65292,-37.814322000367945,144.94062599987686,99.316,High,-37.814,144.941
38327,-37.81449299964076,144.97893299976252,3.715,Low,-37.814,144.979
38600,-37.81525499987093,144.97780200011533,14.272,Medium,-37.815,144.978
38688,-37.81430300019991,144.9779089999098,3.617,Low,-37.814,144.978
39683,-37.814834000121344,144.98157800020476,0.684,Low,-37.815,144.982
38347,-37.81454999984825,144.97884299979196,15.347,Medium,-37.815,144.979
38359,-37.81458299969536,144.9787919995945,2.639,Low,-37.815,144.979
63360,-37.78207099990955,144.96311300039676,8.407,Low,-37.782,144.963
63589,-37.78133000033214,144.9626159995472,0.782,Low,-37.781,144.963
66359,-37.820971999962026,144.9646169996584,1.369,Low,-37.821,144.965
64429,-37.82127900033921,144.9618379997156,7.625,Low,-37.821,144.962
66384,-37.82098999958441,144.9646800001909,2.053,Low,-37.821,144.965
66422,-37.82102100010251,144.96484600043735,7.527,Low,-37.821,144.965
66048,-37.82149399975014,144.9634819995945,8.895,Low,-37.821,144.963
66054,-37.82147999966139,144.96351100060366,9.971,Low,-37.821,144.964
64215,-37.82089100036085,144.96184700016516,13.685,Medium,-37.821,144.962
63720,-37.78076399980489,144.9625090000184,3.812,Low,-37.781,144.963
64593,-37.82118100027572,144.96192900000477,7.722,Low,-37.821,144.962
65863,-37.82185000005232,144.9630939998446,32.258,High,-37.822,144.963
64771,-37.82099300015393,144.96204599992117,54.936,High,-37.821,144.962
64919,-37.820965999685576,144.96220400036736,99.316,High,-37.821,144.962
64976,-37.82087999953587,144.96221300031593,99.316,High,-37.821,144.962
66250,-37.82118499972493,144.96448499945947,22.19,Medium,-37.821,144.964
67744,-37.78114899993312,144.9412110001227,8.211,Low,-37.781,144.941
70409,-37.777516000232886,144.93843300044009,23.754,Medium,-37.778,144.938
70440,-37.77740499968628,144.93837899976046,0.978,Low,-37.777,144.938
68860,-37.77900600038228,144.9402159998451,3.519,Low,-37.779,144.94
68885,-37.77894299998391,144.9402160002038,3.03,Low,-37.779,144.94
71090,-37.77711899957312,144.9384340000654,8.211,Low,-37.777,144.938
70196,-37.77821400005539,144.93905600052105,2.835,Low,-37.778,144.939
69838,-37.77840700011822,144.93943799988028,10.459,Medium,-37.778,144.939
70012,-37.77841099954656,144.9394380000858,10.459,Medium,-37.778,144.939
41094,-37.81385799988025,144.98062599990365,1.564,Low,-37.814,144.981
70350,-37.77775800029106,144.93853900018988,1.564,Low,-37.778,144.939
41458,-37.813621999867856,144.98042299953917,9.482,Low,-37.814,144.98
70890,-37.77722199991161,144.93838500026752,13.099,Medium,-37.777,144.938
39228,-37.8146999995928,144.97981299978522,8.407,Low,-37.815,144.98
71016,-37.77718700029097,144.93840000020464,22.19,Medium,-37.777,144.938
39482,-37.81476600035492,144.98091100004928,0.391,Low,-37.815,144.981
67227,-37.77891599983771,144.9416350001866,8.798,Low,-37.779,144.942
38134,-37.81403299963064,144.9796789996941,2.248,Low,-37.814,144.98
54755,-37.797551000112016,144.92367599971013,7.234,Low,-37.798,144.924
39486,-37.8147670001625,144.98092700004412,0.391,Low,-37.815,144.981
54669,-37.79747799995315,144.92381999965892,0.978,Low,-37.797,144.924
41156,-37.81371300016799,144.98049299954974,4.106,Low,-37.814,144.98
54957,-37.79766299961501,144.9235839995219,24.927,Medium,-37.798,144.924
55162,-37.7975430002167,144.9236190000156,6.256,Low,-37.798,144.924
40935,-37.81436700001312,144.98105599984152,15.836,Medium,-37.814,144.981
54798,-37.79757100030538,144.92363799956468,3.226,Low,-37.798,144.924
41198,-37.81365699989661,144.98045600015016,15.738,Medium,-37.814,144.98
58228,-37.81565999987708,144.93996400008967,44.184,High,-37.816,144.94
42400,-37.81330900036735,144.97822800033376,0.587,Low,-37.813,144.978
58307,-37.81565999976003,144.9397230006267,7.234,Low,-37.816,144.94
45639,-37.81658200028071,144.94573500056032,51.026,High,-37.817,144.946
57422,-37.814661999784406,144.94263499996666,6.256,Low,-37.815,144.943
45787,-37.81740599970566,144.9461289997503,16.716,Medium,-37.817,144.946
56225,-37.81941599997878,144.94348100028657,47.312,High,-37.819,144.943
56313,-37.81919099957906,144.94343599958793,5.083,Low,-37.819,144.943
54989,-37.79764700020946,144.9235840000939,4.79,Low,-37.798,144.924
55029,-37.79760900000895,144.92359900020372,1.075,Low,-37.798,144.924
56409,-37.81933599992009,144.94342000003806,7.038,Low,-37.819,144.943
45843,-37.81765100004692,144.94621399944563,24.438,Medium,-37.818,144.946
56503,-37.8195529996581,144.94332899978048,5.767,Low,-37.82,144.943
43756,-37.82028599962849,144.94548000002894,6.647,Low,-37.82,144.945
56081,-37.81176800030395,144.96780399979616,11.241,Medium,-37.812,144.968
43650,-37.82002000021352,144.9454130001315,13.881,Medium,-37.82,144.945
57793,-37.81506600035997,144.94140500047965,0.587,Low,-37.815,144.941
44818,-37.82009299978792,144.94503300031897,6.94,Low,-37.82,144.945
60922,-37.78486900018672,144.9614680000895,1.76,Low,-37.785,144.961
43815,-37.82036700044503,144.94548499950793,0.489,Low,-37.82,144.945
61729,-37.78423999951702,144.96350499970362,5.474,Low,-37.784,144.964
43849,-37.82046200016124,144.94551500014745,0.782,Low,-37.82,144.946
61107,-37.784908000015164,144.96210500053417,11.632,Medium,-37.785,144.962
42455,-37.81333299981213,144.97842399995577,16.52,Medium,-37.813,144.978
60686,-37.78480900003644,144.96066500045876,13.881,Medium,-37.785,144.961
45726,-37.817128999972645,144.9459949995187,23.851,Medium,-37.817,144.946
61333,-37.78496599972315,144.96292399990568,0.098,Low,-37.785,144.963
45435,-37.81526600006013,144.94516700008435,45.064,High,-37.815,144.945
61405,-37.784943000021386,144.96306599980363,18.182,Medium,-37.785,144.963
44861,-37.82009099949006,144.9450530000068,3.91,Low,-37.82,144.945
44864,-37.82009099958599,144.94505600026915,3.812,Low,-37.82,144.945
60951,-37.784869999720186,144.96156100043754,1.075,Low,-37.785,144.962
44576,-37.82019100016928,144.9447769997149,3.324,Low,-37.82,144.945
44620,-37.82016200034439,144.94481999989554,5.474,Low,-37.82,144.945
62100,-37.78306000010225,144.96368400027768,9.091,Low,-37.783,144.964
45205,-37.81371999967176,144.94446700007845,0.782,Low,-37.814,144.944
24048,-37.81318699976632,144.98933399955305,2.737,Low,-37.813,144.989
24293,-37.81251799957652,144.9894770004538,1.271,Low,-37.813,144.989
28193,-37.82020699991361,144.94665099984974,14.761,Medium,-37.82,144.947
26294,-37.814599000018376,144.9385479997205,24.242,Medium,-37.815,144.939
26621,-37.81526700014761,144.9366759998163,96.188,High,-37.815,144.937
27286,-37.813832999549135,144.94006999954144,26.686,Medium,-37.814,144.94
27744,-37.819500000269294,144.9466400003397,2.737,Low,-37.82,144.947
27414,-37.81357299959419,144.94075099953042,7.429,Low,-37.814,144.941
27481,-37.81345000022421,144.94103200026268,2.053,Low,-37.813,144.941
25634,-37.81334500009413,144.9417310003452,15.738,Medium,-37.813,144.942
25103,-37.81247299958573,144.9888309998181,0.978,Low,-37.812,144.989
25188,-37.81247299958573,144.9888309998181,0.978,Low,-37.812,144.989
53098,-37.7982970002026,144.92435700055535,9.189,Low,-37.798,144.924
50800,-37.797762999517765,144.9235300001584,1.662,Low,-37.798,144.924
53964,-37.79751400027908,144.92516300053728,8.798,Low,-37.798,144.925
51227,-37.79878899997985,144.9243860005582,2.835,Low,-37.799,144.924
57234,-37.814407000181696,144.94330600019268,13.978,Medium,-37.814,144.943
57255,-37.81443299983389,144.94323000056636,15.249,Medium,-37.814,144.943
58159,-37.81558500033087,144.94018800011793,7.918,Low,-37.816,144.94
58175,-37.815604999638914,144.94013599979797,28.348,Medium,-37.816,144.94
55952,-37.81162499992381,144.96826200003048,37.732,High,-37.812,144.968
54518,-37.797224999512885,144.92413700015092,3.03,Low,-37.797,144.924
58469,-37.815903000365054,144.93912100033074,5.865,Low,-37.816,144.939
54435,-37.79715499986508,144.92438699983865,2.151,Low,-37.797,144.924
15091,-37.80109000004725,144.9702759997199,1.564,Low,-37.801,144.97
12860,-37.80121600016102,144.97230499990042,3.91,Low,-37.801,144.972
42083,-37.81237600014201,144.9821400002604,1.76,Low,-37.812,144.982
44683,-37.82013400027797,144.944874999506,6.843,Low,-37.82,144.945
42622,-37.81341299960406,144.97914600034676,38.807,High,-37.813,144.979
13692,-37.802970999801865,144.9729690001367,3.617,Low,-37.803,144.973
13704,-37.80295099963443,144.97293599957075,0.88,Low,-37.803,144.973
